house_address,house_region,house_area,house_id,total_price,unit_price,house_layout,house_floor,house_rental_area,house_structure,house_inner_area,house_building_type,house_orientation,house_building_structure,house_decoration,house_elevator_sytle,house_elevator,house_listing_time,house_transaction_type,house_last_time,house_useage,house_years,house_property,house_mortgage_info,house_book,house_fx_id,house_longitude,house_latitude,city
大唐国际公寓,蜀山,南七,103113547796,68,13025元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共29层),建筑面积52.21㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况毛坯,梯户比例八梯四十五户,供暖方式暂无数据,2021-02-27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.243065,31.837235,合肥
蜀山新村,蜀山,琥珀,103116894253,85,14043元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积60.53㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯四户,供暖方式暂无数据,2021-08-29,商品房,2018-05-23,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.26123367427,31.863029024509,合肥
香榭丽都,蜀山,井岗镇,103116841172,240,17116元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共5层),建筑面积140.22㎡,户型结构错层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例一梯两户,供暖方式暂无数据,2021-08-26,商品房,2003-05-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.22083336194,31.865504279938,合肥
江南书苑,蜀山,西园,103116869571,420,40777元/平米,房屋户型3室1厅1厨1卫,所在楼层低楼层 (共6层),建筑面积103㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-08-28,商品房,2021-08-28,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.251651,31.852351,合肥
城市经典,蜀山,井岗镇,103116560014,192,13001元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共19层),建筑面积147.69㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯两户,供暖方式暂无数据,2021-08-11,商品房,2010-08-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.23608,31.869337,合肥
清源新村,蜀山,西园,103116625217,200,20371元/平米,房屋户型3室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积98.18㎡,户型结构平层,套内面积暂无数据,建筑类型塔楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-08-14,商品房,2013-11-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.23576616463,31.848370603896,合肥
安居苑东村,蜀山,西园,103116187786,449,36442元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积123.21㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-07-19,商品房,2018-07-30,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.24618216449,31.854122566783,合肥
丁香家园一期,蜀山,南七,103116829681,120,16957元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共11层),建筑面积70.77㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-08-25,回迁房,2013-09-04,普通住宅,满五年,非共有,有抵押 15万元 银行 客户偿还,已上传房本照片,,117.24993168972,31.832401835863,合肥
信旺华府骏苑,蜀山,南七,103114548957,160,20453元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共18层),建筑面积78.23㎡,户型结构跃层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例八梯二十四户,供暖方式暂无数据,2021-04-18,商品房,2016-03-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.240118,31.835966,合肥
湖东新村,蜀山,井岗镇,103114223245,95,12545元/平米,房屋户型3室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积75.73㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构砖混结构,装修情况简装,梯户比例一梯一户,供暖方式暂无数据,2021-04-01,商品房,2018-09-09,普通住宅,满两年,非共有,有抵押,已上传房本照片,,117.224909,31.865602,合肥
天一家园清溪苑,蜀山,五里墩,103113721116,180,17639元/平米,房屋户型3室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积102.05㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-03-07,回迁房,2011-10-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.249711,31.878817,合肥
红园小区,蜀山,南七,103116667858,240,36631元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积65.52㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯四户,供暖方式暂无数据,2021-08-17,商品房,2009-08-16,普通住宅,满五年,非共有,有抵押,已上传房本照片,,117.23530615387,31.839855886714,合肥
上堤公寓,蜀山,新产业园,103116540163,50,7272元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共18层),建筑面积68.76㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况精装,梯户比例两梯八户,供暖方式暂无数据,2021-08-10,商品房,2010-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.178741,31.859224,合肥
凤凰城家家景园三期,蜀山,井岗镇,103116717660,154,17951元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共30层),建筑面积85.79㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-08-19,商品房,2010-03-10,普通住宅,满五年,非共有,有抵押,已上传房本照片,,117.235967,31.865464,合肥
航空新城,蜀山,南岗镇,103116710376,275,24166元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共31层),建筑面积113.8㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-08-19,商品房,2018-08-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.121062,31.861194,合肥
燕园,蜀山,五里墩,103108112605,185,20551元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共18层),建筑面积90.02㎡,户型结构平层,套内面积72.46㎡,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况简装,梯户比例两梯三户,供暖方式暂无数据,2020-03-20,商品房,2013-09-02,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.239848,31.869401,合肥
利恒嘉苑,蜀山,南七,103115697774,175,16540元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积105.81㎡,户型结构平层,套内面积53.66㎡,建筑类型塔楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-06-22,商品房,2013-03-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.24456162115,31.838443739874,合肥
岳西新村,蜀山,西园,103112981946,97,14386元/平米,房屋户型2室2厅2厨1卫,所在楼层高楼层 (共6层),建筑面积67.43㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构砖混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-01-09,商品房,2011-07-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.22950529407,31.857846268636,合肥
新华优阁,蜀山,西园,103113773828,125,21489元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积58.17㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况简装,梯户比例两梯二十户,供暖方式暂无数据,2021-03-10,商品房,2011-05-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.237143,31.850553,合肥
春天大厦,蜀山,三里庵,103115111331,255,14008元/平米,房屋户型4室2厅1厨2卫,所在楼层高楼层 (共32层),建筑面积182.04㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯八户,供暖方式暂无数据,2021-05-19,商品房,2008-04-24,商住两用,满五年,非共有,无抵押,已上传房本照片,,117.273368,31.864033,合肥
公园道1号,蜀山,井岗镇,103115573549,235,24505元/平米,房屋户型4室2厅2厨2卫,所在楼层高楼层 (共18层),建筑面积95.9㎡,户型结构平层,套内面积74.86㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯三户,供暖方式暂无数据,2021-06-15,商品房,2014-03-25,普通住宅,满五年,非共有,有抵押 客户偿还,已上传房本照片,,117.22763237832,31.864816970326,合肥
福乐门,蜀山,井岗镇,103114325874,55,13415元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共28层),建筑面积41㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例三梯十五户,供暖方式暂无数据,2021-04-07,商品房,2016-10-25,普通住宅,满两年,非共有,有抵押 30万元 公积金 客户偿还,已上传房本照片,,117.22374843887,31.864315762599,合肥
求实领势学府,蜀山,西园,103114473890,500,39809元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共32层),建筑面积125.6㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例三梯五户,供暖方式暂无数据,2021-04-14,商品房,2021-06-17,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.238753,31.852917,合肥
红皖家园,蜀山,新产业园,103116037206,168,21109元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共18层),建筑面积79.59㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯六户,供暖方式暂无数据,2021-07-10,商品房,2017-11-24,普通住宅,满两年,共有,有抵押 78万元 中国工商银行 客户偿还,已上传房本照片,,117.17331427456,31.860998943165,合肥
福乐门,蜀山,井岗镇,103115446849,70,12636元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共28层),建筑面积55.4㎡,户型结构平层,套内面积40.74㎡,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况简装,梯户比例三梯十五户,供暖方式暂无数据,2021-06-07,商品房,2013-12-03,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.22374843887,31.864315762599,合肥
中央美域花园A区,蜀山,五里墩,103110792644,116.3,17096元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共26层),建筑面积68.03㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯九户,供暖方式暂无数据,2020-08-15,商品房,2011-05-09,普通住宅,满五年,非共有,有抵押 8万元,已上传房本照片,,117.24304836828,31.87351154387,合肥
大溪地天悦轩,蜀山,西园,103115237452,280,32506元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共18层),建筑面积86.14㎡,户型结构平层,套内面积71.41㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯三户,供暖方式暂无数据,2021-05-26,商品房,2009-05-05,普通住宅,满五年,非共有,有抵押,已上传房本照片,,117.226602,31.851667,合肥
阳光花园,蜀山,井岗镇,103115348437,147,14015元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积104.89㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-06-02,商品房,2003-06-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.21282968103,31.864030328009,合肥
公安局宿舍,蜀山,琥珀,103115584734,115,16361元/平米,房屋户型3室2厅1厨1卫,所在楼层中楼层 (共7层),建筑面积70.29㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构框架结构,装修情况精装,梯户比例一梯两户,供暖方式暂无数据,2021-06-15,商品房,2003-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.259748,31.864698,合肥
新华国际公寓,蜀山,南七,103114122723,91,18481元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共33层),建筑面积49.24㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯十四户,供暖方式暂无数据,2021-03-27,商品房,2013-11-13,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.239202,31.84464,合肥
红皖家园,蜀山,新产业园,103112916150,340,13497元/平米,房屋户型5室2厅1厨3卫,所在楼层高楼层 (共18层),建筑面积251.91㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-01-04,商品房,2016-09-08,普通住宅,满两年,非共有,有抵押 140万元 中信银行 业主自还,已上传房本照片,,117.17331427456,31.860998943165,合肥
东兴街七号,蜀山,琥珀,103112778420,144,14906元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积96.61㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构混合结构,装修情况其他,梯户比例一梯一户,供暖方式暂无数据,2020-12-24,商品房,2015-01-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.260129,31.86321,合肥
消防五中队宿舍,蜀山,五里墩,103107107253,95,17695元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共6层),建筑面积53.69㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2019-11-28,商品房,2014-04-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.23894104768,31.859893821098,合肥
紫荆商务广场,蜀山,井岗镇,103115252246,101,16709元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积60.45㎡,户型结构平层,套内面积45.84㎡,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例四梯十七户,供暖方式暂无数据,2021-05-27,商品房,2014-05-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.236026,31.867734,合肥
港汇广场,蜀山,南七,103116233646,110,17806元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共30层),建筑面积61.78㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例四梯十六户,供暖方式暂无数据,2021-07-22,商品房,2018-05-20,普通住宅,满两年,非共有,有抵押 60万元,已上传房本照片,,117.239161,31.838988,合肥
中国铁建青秀城,蜀山,五里墩,103114866678,88,19534元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共33层),建筑面积45.05㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例三梯十户,供暖方式暂无数据,2021-05-06,商品房,2019-04-29,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.25119,31.876677,合肥
长江8号,蜀山,南岗镇,103110470095,48,7652元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共25层),建筑面积62.73㎡,户型结构平层,套内面积41.41㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯十八户,供暖方式暂无数据,2020-07-28,商品房,2019-08-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.142858,31.860795,合肥
水湖路36号,蜀山,三里庵,103113133626,102,17057元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积59.8㎡,户型结构平层,套内面积59.8㎡,建筑类型暂无数据,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯四户,供暖方式暂无数据,2021-01-20,商品房,2002-12-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.27199539448,31.863469571713,合肥
博威香山丽舍,蜀山,新产业园,103115126410,170,20579元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共5层),建筑面积82.61㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-05-20,商品房,2012-09-24,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,,117.172941932,31.866495239757,合肥
丰盛华庭,蜀山,西园,103113728828,92,21536元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共30层),建筑面积42.72㎡,户型结构平层,套内面积31.7㎡,建筑类型板楼,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例三梯十二户,供暖方式暂无数据,2021-03-07,商品房,2014-02-21,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.2277294541,31.859803456788,合肥
阳光花园联发小区,蜀山,井岗镇,103114737730,120,16450元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积72.95㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-04-28,商品房,2008-11-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.21355,31.862854,合肥
蜀山新村,蜀山,琥珀,103116565513,120,18605元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积64.5㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-08-11,商品房,2010-01-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.26123367427,31.863029024509,合肥
国祯广场庐西门,蜀山,五里墩,103113672121,97,21240元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共23层),建筑面积45.67㎡,户型结构平层,套内面积32.74㎡,建筑类型塔楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例三梯十六户,供暖方式暂无数据,2021-03-05,商品房,2019-08-12,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.241749,31.859293,合肥
大唐国际公寓,蜀山,南七,103112895393,50,12289元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共29层),建筑面积40.69㎡,户型结构平层,套内面积26.64㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例八梯四十五户,供暖方式暂无数据,2021-01-03,商品房,2018-08-15,普通住宅,满两年,共有,无抵押,已上传房本照片,,117.243065,31.837235,合肥
蜀秀苑,蜀山,新产业园,103115601406,113,17734元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积63.72㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例一梯三户,供暖方式暂无数据,2021-06-16,商品房,2011-11-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.194957,31.859197,合肥
加侨悦山国际东区,蜀山,新产业园,103113220482,226,29962元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共31层),建筑面积75.43㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况简装,梯户比例四梯十八户,供暖方式暂无数据,2021-01-27,商品房,2019-05-30,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.16288,31.859449,合肥
福乐门,蜀山,井岗镇,103114903732,55,14161元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共28层),建筑面积38.84㎡,户型结构平层,套内面积28.56㎡,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况简装,梯户比例三梯十五户,供暖方式暂无数据,2021-05-08,商品房,2013-12-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.22374843887,31.864315762599,合肥
西环中心广场北区,蜀山,西园,103112909067,89,18797元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共27层),建筑面积47.35㎡,户型结构平层,套内面积34.72㎡,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例四梯十七户,供暖方式暂无数据,2021-01-04,商品房,2012-06-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.235926,31.847726,合肥
华邦繁华里,蜀山,五里墩,103109387496,72,18429元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共34层),建筑面积39.07㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例三梯十九户,供暖方式暂无数据,2020-05-26,商品房,2019-08-07,普通住宅,满两年,非共有,有抵押 20万元,已上传房本照片,,117.250646,31.859775,合肥
紫荆商务广场,蜀山,井岗镇,103115207257,46,13566元/平米,房屋户型1室0厅1厨1卫,所在楼层中楼层 (共32层),建筑面积33.91㎡,户型结构平层,套内面积26.18㎡,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例四梯十八户,供暖方式暂无数据,2021-05-25,商品房,2014-05-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.236026,31.867734,合肥
紫荆商务广场,蜀山,井岗镇,103112816472,45,13093元/平米,房屋户型1室0厅1厨1卫,所在楼层低楼层 (共32层),建筑面积34.37㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况精装,梯户比例四梯十七户,供暖方式暂无数据,2020-12-27,商品房,2017-03-13,普通住宅,满两年,共有,无抵押,已上传房本照片,,117.236026,31.867734,合肥
阳光花园联发小区,蜀山,井岗镇,103114774556,110,15079元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积72.95㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构混合结构,装修情况简装,梯户比例一梯三户,供暖方式暂无数据,2021-04-30,商品房,2005-04-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.21355,31.862854,合肥
玉兰新村,蜀山,井岗镇,103113896767,104,14648元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共4层),建筑面积71㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-03-15,商品房,2005-05-17,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.21303120901,31.866553419548,合肥
清源新村,蜀山,西园,103113401778,152,18537元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积82㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构混合结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-02-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.23576616463,31.848370603896,合肥
新华优阁,蜀山,西园,103109740872,152,23618元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积64.36㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况其他,梯户比例三梯八十三户,供暖方式暂无数据,2020-06-15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.237143,31.850553,合肥
上堤公寓,蜀山,新产业园,103114522919,33.5,7131元/平米,房屋户型1室1厅0厨1卫,所在楼层高楼层 (共25层),建筑面积46.98㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例三梯三户,供暖方式暂无数据,2021-04-16,商品房,2021-05-02,商住两用,未满两年,非共有,有抵押 8万元 光大银行 业主自还,已上传房本照片,,117.178741,31.859224,合肥
蜀景园,蜀山,新产业园,103116630425,107,15859元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共18层),建筑面积67.47㎡,户型结构平层,套内面积56.58㎡,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例一梯四户,供暖方式暂无数据,2021-08-15,商品房,2021-08-15,普通住宅,未满两年,共有,无抵押,已上传房本照片,,117.18390913895,31.860139122514,合肥
天地人科文苑,蜀山,新产业园,103109916719,155,15538元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共6层),建筑面积99.76㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例一梯两户,供暖方式暂无数据,2020-06-26,商品房,2020-03-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.196727,31.859837,合肥
公园道壹号恢复楼,蜀山,井岗镇,103114057362,79.9,11256元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共18层),建筑面积70.99㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯五户,供暖方式暂无数据,2021-03-23,回迁房,2021-01-08,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.22857,31.866385,合肥
华地学府名都,蜀山,南七,103116251113,339.5,41247元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共18层),建筑面积82.31㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-07-23,商品房,2020-12-25,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.23326048749,31.840629287301,合肥
玉兰新村,蜀山,井岗镇,103113396669,74,13887元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积53.29㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构混合结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-02-20,商品房,2021-02-23,普通住宅,未满两年,非共有,有抵押 20万元 光大银行,已上传房本照片,,117.21303120901,31.866553419548,合肥
上堤公寓,蜀山,新产业园,103112958261,33,8550元/平米,房屋户型1室0厅1厨1卫,所在楼层高楼层 (共18层),建筑面积38.6㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东 北,建筑结构钢混结构,装修情况精装,梯户比例两梯八户,供暖方式暂无数据,2021-01-07,商品房,2020-12-11,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.178741,31.859224,合肥
奥园城市天地,蜀山,新产业园,103105830350,58,15148元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共23层),建筑面积38.29㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向东 西,建筑结构砖混结构,装修情况精装,梯户比例四梯三十八户,供暖方式暂无数据,2019-08-24,商品房,2020-10-08,商住两用,未满两年,非共有,有抵押 25万元 工商银行 客户偿还,已上传房本照片,,117.173212,31.858457,合肥
航空新城,蜀山,南岗镇,103116218075,305,22593元/平米,房屋户型4室2厅1厨2卫,所在楼层高楼层 (共25层),建筑面积135㎡,户型结构平层,套内面积107㎡,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况简装,梯户比例四梯四户,供暖方式暂无数据,2021-07-21,商品房,2021-07-21,普通住宅,未满两年,共有,有抵押 20万元 建行 业主自还,已上传房本照片,,117.121062,31.861194,合肥
