站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称,行政区名称,bd经度,bd纬度
七宝,BV10026129,QiBao,121.349221,31.155287,9号线,上海,闵行区,121.356042,31.161389
中春路,BV10039876,ZhongChun Lu,121.3377,31.149415,9号线,上海,闵行区,121.344065,31.155656
九亭,BV10039875,JiuTing,121.319423,31.137252,9号线,上海,松江区,121.325928,31.143605
泗泾,BV10032803,SiJing,121.260247,31.118272,9号线,上海,松江区,121.266984,31.123981
佘山,BV10035054,SheShan,121.229686,31.104097,9号线,上海,松江区,121.236456,31.109377
洞泾,BV10027857,DongJing,121.230473,31.084492,9号线,上海,松江区,121.23656,31.09029
松江大学城,BV10027922,SongJiang DaXueCheng,121.232577,31.053984,9号线,上海,松江区,121.239201,31.060041
松江新城,BV10039874,SongJiang XinCheng,121.230739,31.030295,9号线,上海,松江区,121.237259,31.036209
松江体育中心,BV10039873,SongJiang TiYuZhongXin,121.230504,31.016038,9号线,上海,松江区,121.237089,31.022048
醉白池,BV10037928,ZuiBaiChi,121.229361,31.001125,9号线,上海,松江区,121.235681,31.007
松江南站,BV10032786,SongJiang NanZhan,121.230884,30.984818,9号线,上海,松江区,121.237333,30.9909
基隆路,BV10854614,JiLong Lu,121.590411,31.351311,10号线,上海,浦东新区,121.597032,31.357322
港城路,BV10039849,GangCheng Lu,121.574752,31.353005,10号线,上海,浦东新区,121.581298,31.359385
高桥,BV10854617,GaoQiao,121.562971,31.352622,10号线,上海,浦东新区,121.569835,31.359008
高桥西,BV10854615,Gao QiaoXi,121.54928,31.351489,10号线,上海,浦东新区,121.555939,31.357833
双江路,BV10854616,ShuangJiang Lu,121.539425,31.353601,10号线,上海,浦东新区,121.54603,31.359768
国帆路,BV10854613,GuoFan Lu,121.513238,31.339761,10号线,上海,杨浦区,121.519807,31.345325
新江湾城,BV10039979,XinJiangWanCheng,121.506951,31.328496,10号线,上海,杨浦区,121.513188,31.334451
殷高东路,BV10039978,YinGao DongLu,121.506797,31.321768,10号线,上海,杨浦区,121.513562,31.327541
三门路,BV10039977,SanMen Lu,121.50834,31.313214,10号线,上海,杨浦区,121.514595,31.318782
江湾体育场,BV10039976,JiangWan TiYuChang,121.513314,31.304293,10号线,上海,杨浦区,121.520054,31.309713
五角场,BV10030403,WuJiaoChang,121.514632,31.298043,10号线,上海,杨浦区,121.521192,31.303806
国权路,BV10025272,GuoQuan Lu,121.510024,31.289276,10号线,上海,杨浦区,121.516767,31.295034
同济大学,BV10024697,TongJi DaXue,121.506357,31.282086,10号线,上海,杨浦区,121.513046,31.288205
四平路,BV10025270,SiPing Lu,121.501488,31.27488,10号线,上海,杨浦区,121.508095,31.28051
邮电新村,BV10024783,YouDian XinCun,121.494362,31.268533,10号线,上海,虹口区,121.500847,31.274176
海伦路,BV10039975,HaiLun Lu,121.488697,31.259303,10号线,上海,虹口区,121.495627,31.264855
四川北路,BV10039974,SiChuan BeiLu,121.484208,31.252035,10号线,上海,虹口区,121.490787,31.25774
天潼路,BV10039933,TianTong Lu,121.482473,31.243829,10号线,上海,静安区,121.488783,31.250088
南京东路,BV10039900,NanJing DongLu,121.484628,31.238101,10号线,上海,黄浦区,121.490858,31.243734
豫园,BV10030419,YuYuan,121.487473,31.227801,10号线,上海,黄浦区,121.498731,31.232713
老西门,BV10024873,LaoXiMen,121.483793,31.219014,10号线,上海,黄浦区,121.490066,31.224795
新天地,BV10039784,XinTianDi,121.475182,31.216367,10号线,上海,黄浦区,121.480908,31.228812
陕西南路,BV10039893,ShaanXi NanLu,121.458744,31.21515,10号线,上海,徐汇区,121.465616,31.222063
上海图书馆,BV10039973,ShangHai TuShuGuan,121.444363,31.20796,10号线,上海,徐汇区,121.451117,31.213841
交通大学,BV10025307,JiaoTong DaXue,121.435253,31.202213,10号线,上海,长宁区,121.441066,31.208455
虹桥路,BV10039972,HongQiao Lu,121.420814,31.197524,10号线,上海,长宁区,121.428045,31.203166
宋园路,BV10039971,SongYuan Lu,121.41208,31.19654,10号线,上海,长宁区,121.418445,31.20252
伊犁路,BV10039970,YiLi Lu,121.403899,31.19888,10号线,上海,长宁区,121.410676,31.204629
水城路,BV10039969,ShuiCheng Lu,121.392259,31.199482,10号线,上海,长宁区,121.398463,31.205053
龙溪路,BV10039968,LongXi Lu,121.380034,31.1944,10号线,上海,长宁区,121.386741,31.200047
龙柏新村,BV10025472,LongBai XinCun,121.37048,31.176882,10号线,上海,闵行区,121.376929,31.183289
紫藤路,BV10039967,ZiTeng Lu,121.364831,31.169674,10号线,上海,闵行区,121.370949,31.175525
航中路,BV10039966,HangZhong Lu,121.355336,31.165417,10号线,上海,闵行区,121.36145,31.171346
基隆路,BV10854614,JiLong Lu,121.590411,31.351311,10号线,上海,浦东新区,121.597032,31.357322
港城路,BV10039849,GangCheng Lu,121.574752,31.353005,10号线,上海,浦东新区,121.581298,31.359385
高桥,BV10854617,GaoQiao,121.562971,31.352622,10号线,上海,浦东新区,121.569835,31.359008
高桥西,BV10854615,Gao QiaoXi,121.54928,31.351489,10号线,上海,浦东新区,121.555939,31.357833
双江路,BV10854616,ShuangJiang Lu,121.539425,31.353601,10号线,上海,浦东新区,121.54603,31.359768
国帆路,BV10854613,GuoFan Lu,121.513238,31.339761,10号线,上海,杨浦区,121.519807,31.345325
新江湾城,BV10039979,XinJiangWanCheng,121.506951,31.328496,10号线,上海,杨浦区,121.513188,31.334451
殷高东路,BV10039978,YinGao DongLu,121.506797,31.321768,10号线,上海,杨浦区,121.513562,31.327541
三门路,BV10039977,SanMen Lu,121.50834,31.313214,10号线,上海,杨浦区,121.514595,31.318782
江湾体育场,BV10039976,JiangWan TiYuChang,121.513314,31.304293,10号线,上海,杨浦区,121.520054,31.309713
五角场,BV10030403,WuJiaoChang,121.514632,31.298043,10号线,上海,杨浦区,121.521192,31.303806
国权路,BV10025272,GuoQuan Lu,121.510024,31.289276,10号线,上海,杨浦区,121.516767,31.295034
同济大学,BV10024697,TongJi DaXue,121.506357,31.282086,10号线,上海,杨浦区,121.513046,31.288205
四平路,BV10025270,SiPing Lu,121.501488,31.27488,10号线,上海,杨浦区,121.508095,31.28051
邮电新村,BV10024783,YouDian XinCun,121.494362,31.268533,10号线,上海,虹口区,121.500847,31.274176
海伦路,BV10039975,HaiLun Lu,121.488697,31.259303,10号线,上海,虹口区,121.495627,31.264855
四川北路,BV10039974,SiChuan BeiLu,121.484208,31.252035,10号线,上海,虹口区,121.490787,31.25774
天潼路,BV10039933,TianTong Lu,121.482473,31.243829,10号线,上海,静安区,121.488783,31.250088
南京东路,BV10039900,NanJing DongLu,121.484628,31.238101,10号线,上海,黄浦区,121.490858,31.243734
豫园,BV10030419,YuYuan,121.487473,31.227801,10号线,上海,黄浦区,121.498731,31.232713
老西门,BV10024873,LaoXiMen,121.483793,31.219014,10号线,上海,黄浦区,121.490066,31.224795
新天地,BV10039784,XinTianDi,121.475182,31.216367,10号线,上海,黄浦区,121.480908,31.228812
陕西南路,BV10039893,ShaanXi NanLu,121.458744,31.21515,10号线,上海,徐汇区,121.465616,31.222063
上海图书馆,BV10039973,ShangHai TuShuGuan,121.444363,31.20796,10号线,上海,徐汇区,121.451117,31.213841
交通大学,BV10025307,JiaoTong DaXue,121.435253,31.202213,10号线,上海,长宁区,121.441066,31.208455
虹桥路,BV10039972,HongQiao Lu,121.420814,31.197524,10号线,上海,长宁区,121.428045,31.203166
宋园路,BV10039971,SongYuan Lu,121.41208,31.19654,10号线,上海,长宁区,121.418445,31.20252
伊犁路,BV10039970,YiLi Lu,121.403899,31.19888,10号线,上海,长宁区,121.410676,31.204629
水城路,BV10039969,ShuiCheng Lu,121.392259,31.199482,10号线,上海,长宁区,121.398463,31.205053
龙溪路,BV10039968,LongXi Lu,121.380034,31.1944,10号线,上海,长宁区,121.386741,31.200047
上海动物园,BV10025388,ShangHai DongWuYuan,121.368137,31.190246,10号线,上海,长宁区,121.369284,31.199023
虹桥1号航站楼,BV10039980,HongQiao 1 Hao HangZhanLou,121.347371,31.191363,10号线,上海,长宁区,121.3537,31.197605
虹桥2号航站楼,BV10039904,HongQiao 2 Hao HangZhanLou,121.3263,31.194211,10号线,上海,闵行区,121.332564,31.200158
虹桥火车站,BV10039905,HongQiao HuoCheZhan,121.31895,31.194022,10号线,上海,闵行区,121.327908,31.20033
嘉定北,BV10039960,JiaDing Bei,121.23735,31.391549,11号线,上海,嘉定区,121.24401,31.397408
嘉定西,BV10039961,Jia DingXi,121.227855,31.377107,11号线,上海,嘉定区,121.234404,31.383236
白银路,BV10039962,BaiYin Lu,121.24535,31.345359,11号线,上海,嘉定区,121.251968,31.351118
嘉定新城,BV10039612,JiaDingXinCheng,121.254294,31.330062,11号线,上海,嘉定区,121.26104,31.335744
马陆,BV10031076,MaLu,121.276906,31.319675,11号线,上海,嘉定区,121.283632,31.325467
陈翔公路,BV11277021,ChenXiang GongLu,121.306723,31.306573,11号线,上海,嘉定区,121.313191,31.312833
南翔,BV10039799,NanXiang,121.323141,31.296952,11号线,上海,嘉定区,121.329991,31.303062
桃浦新村,BV10025258,TaoPu XinCun,121.349623,31.281603,11号线,上海,普陀区,121.356054,31.28755
武威路,BV10039800,WuWei Lu,121.364678,31.276646,11号线,上海,普陀区,121.371466,31.282573
祁连山路,BV10030224,QiLianShan Lu,121.376035,31.27165,11号线,上海,普陀区,121.382499,31.277205
李子园,BV10039801,LiZiYuan,121.389969,31.26902,11号线,上海,普陀区,121.396612,31.274712
上海西站,BV10024610,ShangHai XiZhan,121.400926,31.262693,11号线,上海,普陀区,121.409305,31.26879
真如,BV10039802,ZhenRu,121.407219,31.250767,11号线,上海,普陀区,121.413799,31.25661
枫桥路,BV10039803,FengQiao Lu,121.411402,31.24185,11号线,上海,普陀区,121.41766,31.247996
曹杨路,BV10039804,CaoYang Lu,121.417701,31.239302,11号线,上海,普陀区,121.42483,31.243031
隆德路,BV10039777,LongDe Lu,121.423576,31.230509,11号线,上海,普陀区,121.430024,31.236732
江苏路,BV10039805,JiangSuLu,121.430642,31.220411,11号线,上海,长宁区,121.437714,31.226557
交通大学,BV10025307,JiaoTong DaXue,121.435253,31.202213,11号线,上海,长宁区,121.441066,31.208455
徐家汇,BV10029707,XuJiaHui,121.436837,31.195338,11号线,上海,徐汇区,121.443228,31.200668
上海游泳馆,BV10024941,ShangHai YouYongGuan,121.441424,31.179123,11号线,上海,徐汇区,121.447098,31.185503
龙华,BV10024943,LongHua,121.452958,31.172672,11号线,上海,徐汇区,121.463296,31.190695
云锦路,BV10039806,YunJin Lu,121.458519,31.166488,11号线,上海,徐汇区,121.464861,31.173023
龙耀路,BV10039807,LongYao Lu,121.459702,31.15972,11号线,上海,徐汇区,121.466194,31.16598
东方体育中心,BV10032522,DongFang TiYuZhongXin,121.480304,31.153366,11号线,上海,浦东新区,121.487127,31.159299
三林,BV10028225,SanLin,121.511594,31.143172,11号线,上海,浦东新区,121.518178,31.148733
三林东,BV10039963,San LinDong,121.522999,31.146459,11号线,上海,浦东新区,121.529663,31.152355
浦三路,BV10039964,PuSanLu,121.539005,31.150861,11号线,上海,浦东新区,121.545548,31.15715
御桥,BV10039965,YuQiao,121.570914,31.158131,11号线,上海,浦东新区,121.577356,31.164782
罗山路,BV10039818,LuoShan Lu,121.593152,31.153259,11号线,上海,浦东新区,121.599625,31.159349
秀沿路,BV10538984,XiuYan Lu,121.59839,31.138128,11号线,上海,浦东新区,121.605058,31.143946
康新公路,BV10538982,KangXin GongLu,121.617199,31.130439,11号线,上海,浦东新区,121.623963,31.136032
迪士尼,BV10681608,DiShiNi,121.667959,31.141263,11号线,上海,浦东新区,121.674468,31.147573
迪士尼,BV10681608,DiShiNi,121.667959,31.141263,11号线,上海,浦东新区,121.674468,31.147573
康新公路,BV10538982,KangXin GongLu,121.617199,31.130439,11号线,上海,浦东新区,121.623963,31.136032
秀沿路,BV10538984,XiuYan Lu,121.59839,31.138128,11号线,上海,浦东新区,121.605058,31.143946
罗山路,BV10039818,LuoShan Lu,121.593152,31.153259,11号线,上海,浦东新区,121.599625,31.159349
御桥,BV10039965,YuQiao,121.570914,31.158131,11号线,上海,浦东新区,121.577356,31.164782
浦三路,BV10039964,PuSanLu,121.539005,31.150861,11号线,上海,浦东新区,121.545548,31.15715
三林东,BV10039963,San LinDong,121.522999,31.146459,11号线,上海,浦东新区,121.529663,31.152355
三林,BV10028225,SanLin,121.511594,31.143172,11号线,上海,浦东新区,121.518178,31.148733
东方体育中心,BV10032522,DongFang TiYuZhongXin,121.480304,31.153366,11号线,上海,浦东新区,121.487127,31.159299
龙耀路,BV10039807,LongYao Lu,121.459702,31.15972,11号线,上海,徐汇区,121.466194,31.16598
云锦路,BV10039806,YunJin Lu,121.458519,31.166488,11号线,上海,徐汇区,121.464861,31.173023
龙华,BV10024943,LongHua,121.452958,31.172672,11号线,上海,徐汇区,121.463296,31.190695
上海游泳馆,BV10024941,ShangHai YouYongGuan,121.441424,31.179123,11号线,上海,徐汇区,121.447098,31.185503
徐家汇,BV10029707,XuJiaHui,121.436837,31.195338,11号线,上海,徐汇区,121.443228,31.200668
交通大学,BV10025307,JiaoTong DaXue,121.435253,31.202213,11号线,上海,长宁区,121.441066,31.208455
江苏路,BV10039805,JiangSuLu,121.430642,31.220411,11号线,上海,长宁区,121.437714,31.226557
隆德路,BV10039777,LongDe Lu,121.423576,31.230509,11号线,上海,普陀区,121.430024,31.236732
曹杨路,BV10039804,CaoYang Lu,121.417701,31.239302,11号线,上海,普陀区,121.42483,31.243031
枫桥路,BV10039803,FengQiao Lu,121.411402,31.24185,11号线,上海,普陀区,121.41766,31.247996
真如,BV10039802,ZhenRu,121.407219,31.250767,11号线,上海,普陀区,121.413799,31.25661
上海西站,BV10024610,ShangHai XiZhan,121.400926,31.262693,11号线,上海,普陀区,121.409305,31.26879
李子园,BV10039801,LiZiYuan,121.389969,31.26902,11号线,上海,普陀区,121.396612,31.274712
祁连山路,BV10030224,QiLianShan Lu,121.376035,31.27165,11号线,上海,普陀区,121.382499,31.277205
武威路,BV10039800,WuWei Lu,121.364678,31.276646,11号线,上海,普陀区,121.371466,31.282573
桃浦新村,BV10025258,TaoPu XinCun,121.349623,31.281603,11号线,上海,普陀区,121.356054,31.28755
南翔,BV10039799,NanXiang,121.323141,31.296952,11号线,上海,嘉定区,121.329991,31.303062
陈翔公路,BV11277021,ChenXiang GongLu,121.306723,31.306573,11号线,上海,嘉定区,121.313191,31.312833
马陆,BV10031076,MaLu,121.276906,31.319675,11号线,上海,嘉定区,121.283632,31.325467
嘉定新城,BV10039612,JiaDingXinCheng,121.254294,31.330062,11号线,上海,嘉定区,121.26104,31.335744
上海赛车场,BV10033820,ShangHai SaiCheChang,121.226098,31.331898,11号线,上海,嘉定区,121.232629,31.337943
昌吉东路,BV10039798,ChangJi DongLu,121.200384,31.29362,11号线,上海,嘉定区,121.206814,31.299938
上海汽车城,BV10039797,ShangHai QiCheCheng,121.180742,31.285403,11号线,上海,嘉定区,121.187262,31.291579
安亭,BV10026750,AnTing,121.161985,31.28849,11号线,上海,嘉定区,121.16997,31.293185
兆丰路,BV10470899,ZhaoFeng Lu,121.150315,31.289048,11号线,上海,徐汇区,121.463296,31.190695
光明路,BV10470893,GuangMing Lu,121.117186,31.29621,11号线,上海,浦东新区,121.608533,31.327472
花桥,BV10470890,HuaQiao,121.104407,31.29879,11号线,上海,崇明区,121.264385,31.75465
七莘路,BV10037368,QiXin Lu,121.362464,31.131638,12号线,上海,闵行区,121.369706,31.137624
虹莘路,BV10039934,HongXin Lu,121.380348,31.137448,12号线,上海,闵行区,121.386774,31.143053
顾戴路,BV10039935,GuDai Lu,121.391856,31.14089,12号线,上海,闵行区,121.398948,31.146669
东兰路,BV10039936,DongLan Lu,121.391915,31.155823,12号线,上海,闵行区,121.398543,31.161429
虹梅路,BV10039937,HongMei Lu,121.39725,31.16035,12号线,上海,闵行区,121.403932,31.166073
虹漕路,BV10607588,HongCao Lu,121.410553,31.164033,12号线,上海,徐汇区,121.417031,31.170192
桂林公园,BV10024842,GuiLin GongYuan,121.419654,31.166986,12号线,上海,徐汇区,121.424372,31.171505
漕宝路,BV10026584,CaoBao Lu,121.433143,31.168344,12号线,上海,徐汇区,121.440466,31.174838
龙漕路,BV10039938,LongCao Lu,121.444383,31.169458,12号线,上海,徐汇区,121.45043,31.176191
龙华,BV10024943,LongHua,121.452958,31.172672,12号线,上海,徐汇区,121.463296,31.190695
龙华中路,BV10039859,LongHua ZhongLu,121.457054,31.183843,12号线,上海,徐汇区,121.463296,31.190695
大木桥路,BV10039940,DaMuQiao Lu,121.463278,31.194057,12号线,上海,徐汇区,121.470138,31.199897
嘉善路,BV10039881,JiaShan Lu,121.460704,31.20282,12号线,上海,徐汇区,121.4675,31.20857
陕西南路,BV10039893,ShaanXi NanLu,121.458744,31.21515,12号线,上海,徐汇区,121.465616,31.222063
南京西路,BV10039782,NanJing XiLu,121.459971,31.229853,12号线,上海,静安区,121.465932,31.23413
汉中路,BV10030213,HanZhong Lu,121.458699,31.241883,12号线,上海,静安区,121.465207,31.247233
曲阜路,BV10039914,QuFu Lu,121.471543,31.242307,12号线,上海,静安区,121.478141,31.248374
天潼路,BV10039933,TianTong Lu,121.482473,31.243829,12号线,上海,静安区,121.488783,31.250088
国际客运中心,BV10039932,GuoJi KeYun ZhongXin,121.498158,31.25016,12号线,上海,虹口区,121.504856,31.255835
提篮桥,BV10024879,TiLanQiao,121.506801,31.253518,12号线,上海,虹口区,121.51328,31.259141
大连路,BV10039931,DaLian Lu,121.513088,31.257938,12号线,上海,杨浦区,121.519426,31.263961
江浦公园,BV10039930,JiangPu GongYuan,121.523697,31.26457,12号线,上海,杨浦区,121.530239,31.270344
宁国路,BV10039929,NingGuo Lu,121.532352,31.268574,12号线,上海,杨浦区,121.538912,31.274517
隆昌路,BV10039928,LongChang Lu,121.544692,31.275213,12号线,上海,杨浦区,121.550831,31.281348
爱国路,BV10039927,AiGuo Lu,121.552655,31.279788,12号线,上海,杨浦区,121.559427,31.286351
复兴岛,BV10025457,FuXingDao,121.561315,31.280779,12号线,上海,杨浦区,121.567528,31.287113
东陆路,BV10039926,DongLu Lu,121.579124,31.282533,12号线,上海,浦东新区,121.585783,31.288631
巨峰路,BV10039843,JuFeng Lu,121.588365,31.280684,12号线,上海,浦东新区,121.595564,31.286295
杨高北路,BV10039925,YangGao BeiLu,121.60296,31.280092,12号线,上海,浦东新区,121.609428,31.285815
金京路,BV10039924,JinJing Lu,121.615477,31.279823,12号线,上海,浦东新区,121.622205,31.285413
申江路,BV10039923,ShenJiang Lu,121.626863,31.280231,12号线,上海,浦东新区,121.633793,31.285855
金海路,BV10039922,JinHai Lu,121.638629,31.263141,12号线,上海,浦东新区,121.645331,31.269219
金运路,BV10039812,JinYun Lu,121.319308,31.240986,13号线,上海,嘉定区,121.326035,31.247367
金沙江西路,BV10039811,JinShaJiang XiLu,121.335156,31.241152,13号线,上海,嘉定区,121.34104,31.247314
丰庄,BV10030508,FengZhuang,121.355141,31.242553,13号线,上海,嘉定区,121.361841,31.248391
祁连山南路,BV10039810,QiLianShan NanLu,121.367275,31.237625,13号线,上海,普陀区,121.373928,31.24323
真北路,BV10039809,ZhenBeiLu,121.381946,31.232243,13号线,上海,普陀区,121.388518,31.237924
大渡河路,BV10039808,DaDuHe Lu,121.394431,31.231752,13号线,上海,普陀区,121.402034,31.238013
金沙江路,BV10039776,JinShaJiang Lu,121.41315,31.232004,13号线,上海,普陀区,121.419312,31.237993
隆德路,BV10039777,LongDe Lu,121.423576,31.230509,13号线,上海,普陀区,121.430024,31.236732
武宁路,BV10039778,WuNing Lu,121.430504,31.234346,13号线,上海,静安区,121.436709,31.240224
长寿路,BV10039779,ChangShou Lu,121.438272,31.24086,13号线,上海,普陀区,121.444768,31.24672
江宁路,BV10039780,JiangNing Lu,121.44483,31.244282,13号线,上海,普陀区,121.45103,31.250707
汉中路,BV10030213,HanZhong Lu,121.458699,31.241883,13号线,上海,静安区,121.465207,31.247233
自然博物馆,BV10039781,ZiRan BoWuGuan,121.462366,31.236451,13号线,上海,静安区,121.468986,31.242465
南京西路,BV10039782,NanJing XiLu,121.459971,31.229853,13号线,上海,静安区,121.465932,31.23413
淮海中路,BV10039783,HuaiHai ZhongLu,121.464514,31.22028,13号线,上海,黄浦区,121.470677,31.226197
新天地,BV10039784,XinTianDi,121.475182,31.216367,13号线,上海,黄浦区,121.480908,31.228812
马当路,BV10039785,MaDang Lu,121.477256,31.20952,13号线,上海,黄浦区,121.483368,31.215668
世博会博物馆,BV10592246,ShiBoHui BoWuGuan,121.481592,31.197572,13号线,上海,黄浦区,121.48881,31.200208
世博大道,BV10029559,ShiBo DaDao,121.484313,31.182789,13号线,上海,浦东新区,121.490833,31.188554
长清路,BV10039786,chang qing lu,121.487775,31.174452,13号线,上海,浦东新区,121.49264,31.180328
成山路,BV10025911,cheng shan lu,121.49622,31.170735,13号线,上海,浦东新区,121.503388,31.176614
东明路,BV10039787,dong ming lu,121.510868,31.172646,13号线,上海,浦东新区,121.517993,31.178403
华鹏路,BV10946926,HuaPeng Lu,121.526567,31.176276,13号线,上海,浦东新区,121.533113,31.182301
下南路,BV10039788,XiaNan Lu,121.540189,31.179295,13号线,上海,浦东新区,121.546792,31.185469
北蔡,BV10029748,BeiCai,121.552017,31.180131,13号线,上海,浦东新区,121.558767,31.186467
陈春路,BV10039789,ChenChun Lu,121.557708,31.174756,13号线,上海,浦东新区,121.56458,31.181435
莲溪路,BV10039790,LianXi Lu,121.566414,31.16911,13号线,上海,浦东新区,121.572811,31.175345
华夏中路,BV10039791,hua xia zhong lu,121.583109,31.175759,13号线,上海,浦东新区,121.588782,31.181249
中科路,BV10039792,ZhongKe Lu,121.602465,31.178862,13号线,上海,浦东新区,121.608609,31.184627
学林路,BV10039793,XueLin Lu,121.614363,31.183476,13号线,上海,浦东新区,121.621007,31.189115
张江路,BV10039794,ZhangJiang Lu,121.629182,31.18913,13号线,上海,浦东新区,121.636017,31.194777
顾村公园,BV10026233,GuCun GongYuan,121.373009,31.344594,15号线,上海,宝山区,121.376489,31.34461
锦秋路,BV10820985,JinQiu Lu,121.381765,31.320184,15号线,上海,宝山区,121.40989,31.327288
丰翔路,BV10820982,FengXiang Lu,121.380872,31.308218,15号线,上海,宝山区,121.387562,31.313991
南大路,BV10820970,NanDaLu,121.380097,31.299117,15号线,上海,宝山区,121.386939,31.304999
祁安路,BV10820986,QiAn Lu,121.38488,31.291527,15号线,上海,普陀区,121.392399,31.292561
古浪路,BV10820983,GuLang Lu,121.392261,31.284858,15号线,上海,普陀区,121.398829,31.289695
武威东路,BV10820971,WuWei DongLu,121.391307,31.275685,15号线,上海,普陀区,121.398618,31.281381
上海西站,BV10024610,ShangHai XiZhan,121.400926,31.262693,15号线,上海,普陀区,121.409305,31.26879
铜川路,BV10039946,TongChuan Lu,121.397078,31.250743,15号线,上海,,121.372697,31.262083
梅岭北路,BV10820987,MeiLing BeiLu,121.39697,31.242948,15号线,上海,普陀区,121.403359,31.248863
大渡河路,BV10039808,DaDuHe Lu,121.394431,31.231752,15号线,上海,普陀区,121.402034,31.238013
长风公园,BV10820974,ChangFeng GongYuan,121.396178,31.226257,15号线,上海,普陀区,121.402034,31.238013
娄山关路,BV10039901,LouShanGuan Lu,121.404058,31.211158,15号线,上海,长宁区,121.410371,31.217036
红宝石路,BV10820978,HongBaoShi Lu,121.398344,31.198685,15号线,上海,长宁区,121.406455,31.203409
姚虹路,BV10820972,YaoHong Lu,121.406699,31.191535,15号线,上海,长宁区,121.412323,31.197491
吴中路,BV10820988,WuZhongLu,121.413457,31.186765,15号线,上海,闵行区,121.420274,31.190751
桂林路,BV10039879,GuiLin Lu,121.418064,31.174791,15号线,上海,徐汇区,121.423826,31.180748
桂林公园,BV10024842,GuiLin GongYuan,121.419654,31.166986,15号线,上海,徐汇区,121.424372,31.171505
上海南站,BV10025073,ShangHai NanZhan,121.430041,31.154579,15号线,上海,徐汇区,121.436098,31.158389
华东理工大学,BV10820973,HuaDong LiGong DaXue,121.429092,31.142709,15号线,上海,徐汇区,121.430226,31.149538
罗秀路,BV10820976,LuoXiu Lu,121.435806,31.131552,15号线,上海,徐汇区,121.442092,31.138479
朱梅路,BV10820984,ZhuMei Lu,121.437804,31.124364,15号线,上海,徐汇区,121.444187,31.130708
华泾西,BV10820979,Hua JingXi,121.440138,31.113429,15号线,上海,徐汇区,121.446733,31.120487
虹梅南路,BV10820980,HongMei NanLu,121.432964,31.103976,15号线,上海,闵行区,121.439864,31.110173
景西路,BV10820967,JingXi Lu,121.41876,31.099727,15号线,上海,闵行区,121.42518,31.1058
曙建路,BV10820977,ShuJian Lu,121.417897,31.090625,15号线,上海,闵行区,121.423736,31.097873
双柏路,BV10820975,ShuangBai Lu,121.42175,31.083214,15号线,上海,闵行区,121.428349,31.089322
元江路,BV10820989,YuanJiang Lu,121.431901,31.062815,15号线,上海,闵行区,121.438345,31.069058
永德路,BV10820968,YongDe Lu,121.443203,31.039147,15号线,上海,闵行区,121.44968,31.045515
紫竹高新区,BV10820981,ZiZhu GaoXinQu,121.451012,31.023661,15号线,上海,闵行区,121.457269,31.030204
龙阳路,BV10039851,LongYang Lu,121.557634,31.203575,16号线,上海,浦东新区,121.563934,31.209171
华夏中路,BV10039791,hua xia zhong lu,121.583109,31.175759,16号线,上海,浦东新区,121.588782,31.181249
罗山路,BV10039818,LuoShan Lu,121.593152,31.153259,16号线,上海,浦东新区,121.599625,31.159349
周浦东,BV10033468,Zhou PuDong,121.606895,31.110038,16号线,上海,浦东新区,121.613609,31.11561
鹤沙航城,BV10029831,HeSha HangCheng,121.611239,31.077797,16号线,上海,浦东新区,121.61785,31.083657
航头东,BV10039817,HangTou Dong,121.617494,31.054919,16号线,上海,浦东新区,121.624115,31.060572
新场,BV10027172,XinChang,121.64898,31.045561,16号线,上海,浦东新区,121.655561,31.051514
野生动物园,BV10039816,YeSheng DongWuYuan,121.699218,31.050325,16号线,上海,浦东新区,121.727995,31.06138
惠南,BV10039815,HuiNan,121.761677,31.053828,16号线,上海,浦东新区,121.768549,31.059492
惠南东,BV10039814,HuiNan Dong,121.7938,31.026448,16号线,上海,浦东新区,121.800265,31.032831
书院,BV10027135,ShuYuan,121.85052,30.959264,16号线,上海,浦东新区,121.857215,30.964896
临港大道,BV10039813,LinGang DaDao,121.910851,30.923519,16号线,上海,浦东新区,121.917255,30.929829
滴水湖,BV10035241,DiShuiHu,121.929583,30.907245,16号线,上海,浦东新区,121.935657,30.913854
虹桥火车站,BV10039905,HongQiao HuoCheZhan,121.31895,31.194022,17号线,上海,闵行区,121.327908,31.20033
诸光路,BV10538932,ZhuGuang Lu,121.29304,31.191678,17号线,上海,青浦区,121.299628,31.19787
蟠龙路,BV10538937,PanLong Lu,121.278645,31.186328,17号线,上海,青浦区,121.285105,31.192474
徐盈路,BV10538936,XuYing Lu,121.253976,31.178101,17号线,上海,青浦区,121.260612,31.183963
徐泾北城,BV10538938,XuJing BeiCheng,121.241668,31.175518,17号线,上海,青浦区,121.248216,31.18122
嘉松中路,BV10538930,JiaSong ZhongLu,121.223916,31.164099,17号线,上海,青浦区,121.230525,31.170108
赵巷,BV10538933,ZhaoXiang,121.192279,31.161247,17号线,上海,青浦区,121.19871,31.167521
汇金路,BV10538940,HuiJin Lu,121.151665,31.161221,17号线,上海,青浦区,121.158337,31.16694
青浦新城,BV10538935,QingPu XinCheng,121.12567,31.158925,17号线,上海,青浦区,121.131912,31.164548
漕盈路,BV10538931,CaoYing Lu,121.096889,31.160467,17号线,上海,青浦区,121.103124,31.16668
淀山湖大道,BV10538939,Dian ShanHu DaDao,121.082134,31.13446,17号线,上海,青浦区,121.088481,31.140732
